#厦大新闻学教授谈张雪峰言论#,Query time: 2023-12-24 15:21:59,likes
【：值得反思张雪峰提出的问题，却不要轻信他的结论】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦 【：值得反思张雪峰提出的问题，却不要轻信他的结论】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地承认这是现实，更要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。,2023-06-18 23:36,22
选专业有时候在就业时比选学校更重要的。 ,2023-06-18 23:36,0
因为最近在找考研院校，抖上推了特别多张雪峰老师的视频，站在普通家庭的角度他说的确实很有指导意义，他也提到过我的专业说的确实和很有道理当然你有💰你专业随便选，但普通人真的耗不起，他选专业是为了生活和工作的，虽然存在极少数个例，但大部分情况现实还是 因为最近在找考研院校，抖上推了特别多张雪峰老师的视频，站在普通家庭的角度他说的确实很有指导意义，他也提到过我的专业说的确实和很有道理当然你有💰你专业随便选，但普通人真的耗不起，他选专业是为了生活和工作的，虽然存在极少数个例，但大部分情况现实还是摆在那里，好遗憾我高考那年为什么没刷到张老师的视频,2023-06-18 23:36,1
没错学新闻没有用，所以麻烦考研的，你们不是新闻学专业的就不要考这个专业的研了，那么没前途的专业还一群人抢，去考有钱途的专业呀 ,2023-06-18 23:35,6
新闻学确实没啥好学的，知识体系也太陈旧了。 ,2023-06-18 23:35,12
不用说那么多，就几个疑问，普通人家的孩子学新闻出来就业难吗？好的大学学新闻的好就业吗？这个行业还有未来吗？新闻还存在吗？因为在大众的眼中，现在的新闻就是为了噱头为了流量可以不顾事实，要我的孩子我打晕他也不会让学新闻，你们作为新闻人的老师，你们不反思一 不用说那么多，就几个疑问，普通人家的孩子学新闻出来就业难吗？好的大学学新闻的好就业吗？这个行业还有未来吗？新闻还存在吗？因为在大众的眼中，现在的新闻就是为了噱头为了流量可以不顾事实，要我的孩子我打晕他也不会让学新闻，你们作为新闻人的老师，你们不反思一下吗？,2023-06-18 23:35,0
张在讲谋生，邹在讲理想主义。都没错。想起辅导员对我们专业考公热潮嗤之以鼻，说是他们早些年都没人考公，最没出息的才去。这些早早占住坑位的，大谈特谈高大上的理想，笑话我们费劲吧唧争那点体面活儿的俗气劲。理想可以有，而且很珍贵。但是普通人家的小孩得先让自 张在讲谋生，邹在讲理想主义。都没错。想起辅导员对我们专业考公热潮嗤之以鼻，说是他们早些年都没人考公，最没出息的才去。这些早早占住坑位的，大谈特谈高大上的理想，笑话我们费劲吧唧争那点体面活儿的俗气劲。理想可以有，而且很珍贵。但是普通人家的小孩得先让自己把饭碗端上再说别的。要是真有理想，它不会被泯灭的，只是可能会换种方式实现。,2023-06-18 23:35,6
新闻学专业没问题，同一个专业清华北大和地级市大学，用人单位会选谁，专业没好坏，区别在于你上的是哪所大学。 ,2023-06-18 23:35,2
何不直接用自己的名字，XXX谈张雪峰言论，怕是没人知道吧，这个层面的人，谈任何事情都不会单纯直接 ,2023-06-18 23:34,2
我是想说作为一名理转文的典型选手，当年因为十分天真的“新闻理想”而放弃了很多理工科专业，选择了当年分数更高的新闻学。似乎我对这个问题很有发言权。四年学习新闻的过程中，不能说没有后悔过，也不是没有想过转专业。但是我似乎找不出比新闻传播能够激发我热情的专 我是想说作为一名理转文的典型选手，当年因为十分天真的“新闻理想”而放弃了很多理工科专业，选择了当年分数更高的新闻学。似乎我对这个问题很有发言权。四年学习新闻的过程中，不能说没有后悔过，也不是没有想过转专业。但是我似乎找不出比新闻传播能够激发我热情的专业了，是的，就如一众不知道干什么的年轻人一样。我喜欢看这个世界。仅此，是我选择新传的唯一理由。总得来说，我也不知道是四年里遇到的人和物改变了我，还是新传本身的一些对社会的洞察改变了我，我比四年前，无比热爱现在的自己，也无比清晰现在的自己想要的究竟是什么，所以我说，新传虽是看似无用，但却从更深的纬度改变了我。如果要说，我的心态得益于我有个多么多么有力背景家庭，hh，确实也没有，我的家庭倒是圆满且幸福。我也不知道为啥，我患了一身的文艺逼的病，对物质需求非常低。我也很想改变，学新传只加深了。很奇怪，我在大学竟然完成了巴别塔的坍塌与重建，这个重建让我觉得，我确实到头来还是一个天真的理想主义，四年了丝毫没有改变。所以，你说学新传有没有用呢,2023-06-18 23:34,0
,2023-06-18 23:34,0
一个专业好不好、是否对于普通人具有可考性，千万别听取该专业的教授的意见。一，很多教授其实一辈子都没就业过，对象牙塔之外的现实就业是一无所知的。二，TA们本身就是本专业内的少数翘楚，少数的“幸存者偏差”是不能适用一般普通学子的。三，如果在意毕业后的就业 一个专业好不好、是否对于普通人具有可考性，千万别听取该专业的教授的意见。一，很多教授其实一辈子都没就业过，对象牙塔之外的现实就业是一无所知的。二，TA们本身就是本专业内的少数翘楚，少数的“幸存者偏差”是不能适用一般普通学子的。三，如果在意毕业后的就业情况，最好还是听取几个毕业生的意见。四，在就业率面前，没有绝对好的专业，也没有绝对差的。就业率最高的专业里，也有人失业，就业率最低的专业里，也有人找到了很好的工作，关键还在于进入大学之后的个人努力。五，选择专业需要考虑的因素有很多，很多教授以己度人，觉得“梦想”和“兴趣”很重要，可对于很多普通人来说，TA们背后没有支撑，试错成本非常高。“梦想”和“兴趣”可以有，但如果赌上一切博一个“天时地利人和”，只想说：慎重、慎重、再慎重！,2023-06-18 23:34,1
这不就来了么！哈哈……,2023-06-18 23:34,3
张雪峰的话可以信，因为说的是现实；专家的话不能信，因为他表达的是理想。 ,2023-06-18 23:33,4
你们这些教授别再跳出来说话了，越说只会越证明张雪峰说的有多正确。 ,2023-06-18 23:33,9
谈谈呗，对张薇的污蔑行为应该作如何反应 ,2023-06-18 23:32,8
我们专业确实不好就业，我都怕自己以后没工作 ,2023-06-18 23:32,0
支持张雪峰 ,2023-06-18 23:32,0
牛头不对马嘴 ,2023-06-18 23:31,1
新闻媒体界可以包容无数个胡锡进、张薇，但绝容不下一个付国豪。 ,2023-06-18 23:30,25
没有背景家庭的孩子，我个人建议还是务实些，选些技术类的专业，将来能支撑你走的更远。 ,2023-06-18 23:30,39
凡是极端言论不用看都有问题，各行各业都有存在的意义，你没做好不代表都没做好，时代的进步每个行业都在改变不存在最好也不存在最差，改变适应时代的发展就行。 ,2023-06-18 23:29,0
张雪峰在为温饱线家庭争取六便士，某些人要给穷苦人讨论月亮美不美 ,2023-06-18 23:29,185
一个学给排水的自媒体人，告诉普通考生不要去新闻传专业，动了别人的奶酪，于是各路正经的新闻学教授出来拯救新闻专业，这些历史学博士或者法学博士的新闻学教授顺便鄙视了这个给排水专业的自媒体人， ,2023-06-18 23:28,3
张雪峰的意思是如果家境普通的孩子们只是想通过读书来让生活更好，不建议报考某些专业。我认为没什么问题，就业问题是很现实的，光谈理想并不一定能让生活更好。 ,2023-06-18 23:28,4
教授不影响你专业，张雪峰说的是普通人家庭的事，没关系没财富别得了那种富贵病，你得知道自己有没有富贵命。我站张雪峰! ,2023-06-18 23:28,7
重庆大学也好，厦门大学也罢，985211等一线大学的教授来参与这个讨论本身就是不合适的。考生、张雪峰和新闻传播的教授本身根本利益不统一。屁股决定脑袋，任何一个行业最顶尖最前沿的人绝不会说自己所在的行业是不好的，这等于否认自己的事业；他们往往也会极力捍卫自己不 重庆大学也好，厦门大学也罢，985211等一线大学的教授来参与这个讨论本身就是不合适的。考生、张雪峰和新闻传播的教授本身根本利益不统一。屁股决定脑袋，任何一个行业最顶尖最前沿的人绝不会说自己所在的行业是不好的，这等于否认自己的事业；他们往往也会极力捍卫自己不被别人说这个行业不好，因为也没有人喜欢自己的事业被别人否定，这不单纯涉及精神信仰，背后也有经济地位等世俗利益。我记得选修的几门新闻学的课一再强调新闻的“真实性”金律，则实事求是也应该是从业者的基本修养。张雪峰的观点至少在其自我论述的架构内是可以自圆其说的，他提出的问题客观存在，这些大教授们与其回避、否定这些论述，不如好好研究一下国内新闻学教育的改革，让它真的成为有用之学。但至少现在两个教授所言的反对理由，不仅在其内部没有逻辑性，甚至没有抓住争议问题的焦点。当然，教授们肯定不会意识不到自己其实根本没有命中根本问题，大概率是因为招生季，“急了”，出于之前所说的“精神信仰”或者“经济利益”“地位保护”为了反驳而反驳而已。,2023-06-18 23:28,2
